Medicine,Side Effect,Seriousness,Severity Score,Frequency,Active Ingredient,Alternatives
Simvastatin,Pain,Serious,0.1,286,simvastatin,"fenofibrate , simvastatin,sitagliptin"
Simvastatin,Pneumonia,Serious,0.9,214,simvastatin,"fenofibrate , simvastatin,sitagliptin"
Simvastatin,Type 2 diabetes mellitus,Serious,0,235,simvastatin,"fenofibrate , simvastatin,sitagliptin"
Simvastatin,Vomiting,Serious,0,242,simvastatin,"fenofibrate , simvastatin,sitagliptin"
Sitagliptin,Acute kidney injury,Serious,0.5,142,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Asthenia,Serious,0.2,138,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Blood glucose increased,Serious,0.2,214,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Diabetic ketoacidosis,Serious,0.2,223,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Diarrhoea,Serious,0.6,265,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Dizziness,Serious,0.2,169,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Drug ineffective,Serious,0.2,218,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Drug interaction,Serious,0,131,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Dyspnoea,Serious,0.2,169,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Fatigue,Non-Serious,0,231,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Headache,Serious,0.2,151,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Malaise,Serious,0.2,155,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Nausea,Serious,0.6,267,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Vomiting,Non-Serious,0,185,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sitagliptin,Weight decreased,Serious,0,150,sitagliptin phosphate,"ertugliflozin , sitagliptin,  simvastatin "
Sumatriptan,Diarrhoea,Non-Serious,0,202,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Dizziness,Serious,0,187,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Drug dose omission,Serious,0.2,181,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Drug ineffective,Non-Serious,0,517,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Drug interaction,Serious,0,311,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Fatigue,Serious,0,242,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Foetal exposure during pregnancy,Serious,0.2,179,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Headache,Non-Serious,0,253,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Nausea,Serious,0,311,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Off label use,Non-Serious,0,178,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Product quality issue,Serious,0,198,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Somnolence,Serious,0.2,218,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Toxicity to various agents,Serious,0,297,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Tremor,Serious,0,190,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Sumatriptan,Vomiting,Serious,0.2,230,sumatriptan succinate,"naproxen , sumatriptan,  naratriptan"
Tacrolimus,Diarrhoea,Serious,0.6,332,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Dizziness,Serious,0.2,248,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Drug ineffective,Non-Serious,0,563,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Dyspnoea,Non-Serious,0,290,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Fatigue,Serious,0,351,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Headache,Serious,0,283,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Malaise,Serious,0,244,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Nausea,Serious,0,333,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Off label use,Serious,0,345,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Pain,Serious,0,266,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Pruritus,Serious,0,308,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Pyrexia,Serious,0.2,310,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Rash,Serious,0.5,301,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Urinary tract infection,Serious,0.2,227,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Tacrolimus,Vomiting,Serious,0,224,anhydrous tacrolimus,"tacrolimus, Adalimumab"
Teriparatide,Arthralgia,Serious,0.2,408,teriparatide acetate,teriparatide
Teriparatide,Asthenia,Serious,0.2,421,teriparatide acetate,teriparatide
Teriparatide,Diarrhoea,Serious,0.2,562,teriparatide acetate,teriparatide
Teriparatide,Dizziness,Serious,0,488,teriparatide acetate,teriparatide
Teriparatide,Drug ineffective,Non-Serious,0,656,teriparatide acetate,teriparatide
Teriparatide,Dyspnoea,Serious,0.5,566,teriparatide acetate,teriparatide
Teriparatide,Fall,Serious,0,484,teriparatide acetate,teriparatide
Teriparatide,Fatigue,Serious,0,616,teriparatide acetate,teriparatide
Teriparatide,Headache,Serious,0.2,479,teriparatide acetate,teriparatide
Teriparatide,Nausea,Serious,0.2,667,teriparatide acetate,teriparatide
Teriparatide,Off label use,Serious,0,391,teriparatide acetate,teriparatide
Teriparatide,Pain,Serious,0.6,482,teriparatide acetate,teriparatide
Teriparatide,Pain in extremity,Serious,0.2,385,teriparatide acetate,teriparatide
Teriparatide,Pneumonia,Serious,0,463,teriparatide acetate,teriparatide
Teriparatide,Vomiting,Serious,0,423,teriparatide acetate,teriparatide
Theophylline,Diarrhoea,Serious,0,429,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Dizziness,Serious,0,300,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Drug ineffective,Serious,0.3,521,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Dyspnoea,Serious,0,609,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Fall,Serious,0.2,269,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Fatigue,Non-Serious,0,408,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Headache,Serious,0.3,376,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Malaise,Serious,0.3,306,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Nausea,Serious,0.2,468,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Off label use,Serious,0,290,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Pain,Serious,0.1,284,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Pneumonia,Serious,0.9,315,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Pyrexia,Serious,0.2,278,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Treatment failure,Serious,0.3,500,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Theophylline,Vomiting,Serious,2,324,theophylline sodium glycinate,"guaifenesin , phenobarbital , theophylline,  meprobamate"
Tiotropium,Diarrhoea,Serious,0.6,168,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Dizziness,Non-Serious,0,171,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Drug ineffective,Serious,0.2,188,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Drug interaction,Serious,0.2,160,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Dyspnoea,Non-Serious,0,271,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Fall,Serious,0.2,118,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Fatigue,Serious,0.5,197,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Headache,Serious,0.2,182,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Malaise,Serious,0.2,136,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Nausea,Serious,0.5,196,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Pain,Serious,0.3,133,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Pneumonia,Non-Serious,0,167,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Poisoning,Serious,0.2,112,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Toxicity to various agents,Serious,0.4,192,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Tiotropium,Vomiting,Serious,0,130,tiotropium bromide monohydrate,"olodaterol , tiotropium"
Topiramate,Anxiety,Serious,0.2,470,topiramate,"phentermine , topiramate"
Topiramate,Asthenia,Serious,0,465,topiramate,"phentermine , topiramate"
Topiramate,Diarrhoea,Serious,0.2,828,topiramate,"phentermine , topiramate"
Topiramate,Dizziness,Serious,0.2,662,topiramate,"phentermine , topiramate"
Topiramate,Drug ineffective,Serious,0.2,998,topiramate,"phentermine , topiramate"
Topiramate,Dyspnoea,Serious,0,722,topiramate,"phentermine , topiramate"
Topiramate,Fatigue,Serious,0,871,topiramate,"phentermine , topiramate"
Topiramate,Headache,Serious,0,776,topiramate,"phentermine , topiramate"
Topiramate,Malaise,Non-Serious,0,555,topiramate,"phentermine , topiramate"
Topiramate,Nausea,Serious,0.2,930,topiramate,"phentermine , topiramate"
Topiramate,Off label use,Serious,0,489,topiramate,"phentermine , topiramate"
Topiramate,Pain,Serious,0.2,720,topiramate,"phentermine , topiramate"
Topiramate,Pyrexia,Serious,0.2,515,topiramate,"phentermine , topiramate"
Topiramate,Rash,Serious,0.2,490,topiramate,"phentermine , topiramate"
Topiramate,Vomiting,Non-Serious,0,615,topiramate,"phentermine , topiramate"
Tramadol,Anxiety,Serious,0.2,470,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Asthenia,Serious,0.2,465,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Diarrhoea,Serious,0.2,828,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Dizziness,Serious,0.1,662,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Drug ineffective,Non-Serious,0,998,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Dyspnoea,Serious,0.1,722,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Fatigue,Non-Serious,0,871,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Headache,Serious,0.4,776,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Malaise,Serious,0.2,555,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Nausea,Serious,0.2,930,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Off label use,Serious,0,489,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Pain,Serious,0,720,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Pyrexia,Serious,0.2,515,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Rash,Serious,0.2,490,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Tramadol,Vomiting,Serious,0.1,615,tramadol hydrochloride,"celecoxib , tramadol, acetaminophen "
Trazodone,Anxiety,Serious,0,442,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Depression,Serious,0.2,367,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Diarrhoea,Serious,0.2,496,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Dizziness,Serious,0.2,407,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Drug abuse,Serious,0.4,450,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Drug ineffective,Serious,0.2,803,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Drug interaction,Serious,0,374,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Dyspnoea,Non-Serious,0,615,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Fall,Non-Serious,0,376,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Fatigue,Serious,0,556,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Headache,Non-Serious,0,479,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Insomnia,Non-Serious,0,447,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Nausea,Serious,0.2,562,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Pain,Serious,0,407,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trazodone,Toxicity to various agents,Serious,0,604,trazodone hydrochloride,"trazodone hydrochloride, trazodone"
Trimethoprim,Arthralgia,Serious,0.5,418,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Asthenia,Serious,0,342,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Diarrhoea,Serious,0.2,602,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Dizziness,Serious,0.2,380,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Drug ineffective,Serious,0.2,593,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Dyspnoea,Serious,0.2,532,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Fall,Serious,0.2,337,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Fatigue,Serious,0.2,601,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Headache,Serious,0.2,436,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Malaise,Serious,0.2,338,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Nausea,Serious,0.2,572,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Pain,Serious,0.2,400,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Pneumonia,Serious,0,362,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Pyrexia,Serious,0.5,378,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Trimethoprim,Vomiting,Serious,0,422,trimethoprim sulfate,"sulfalene ,  sulfamerazine , trimethoprim"
Ustekinumab,Arthralgia,Serious,0,418,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Asthenia,Serious,0.2,342,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Diarrhoea,Serious,0.2,602,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Dizziness,Non-Serious,0,380,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Drug ineffective,Serious,0,593,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Dyspnoea,Serious,0.2,532,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Fall,Serious,0.2,337,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Fatigue,Serious,0.2,601,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Headache,Serious,0.2,436,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Malaise,Serious,0.2,338,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Nausea,Serious,0.2,572,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Off label use,Serious,0,177,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Pain,Serious,0,400,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Pneumonia,Serious,0.2,362,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Pyrexia,Serious,0.2,378,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Rash,Serious,0,156,ustekinumab,"ustekinumab , Adalimumab"
Ustekinumab,Vomiting,Serious,0.2,422,ustekinumab,"ustekinumab , Adalimumab"
Valproate,Diarrhoea,Serious,0,202,valproic acid,"divalproex sodium ,  valproate"
Valproate,Dizziness,Serious,0,187,valproic acid,"divalproex sodium ,  valproate"
Valproate,Drug dose omission,Serious,0,181,valproic acid,"divalproex sodium ,  valproate"
Valproate,Drug ineffective,Serious,0.4,517,valproic acid,"divalproex sodium ,  valproate"
Valproate,Drug interaction,Serious,0,311,valproic acid,"divalproex sodium ,  valproate"
Valproate,Fatigue,Serious,0,242,valproic acid,"divalproex sodium ,  valproate"
Valproate,Foetal exposure during pregnancy,Serious,0,179,valproic acid,"divalproex sodium ,  valproate"
Valproate,Headache,Serious,0,253,valproic acid,"divalproex sodium ,  valproate"
Valproate,Nausea,Serious,0.2,311,valproic acid,"divalproex sodium ,  valproate"
Valproate,Off label use,Serious,0,178,valproic acid,"divalproex sodium ,  valproate"
Valproate,Product quality issue,Serious,0.2,198,valproic acid,"divalproex sodium ,  valproate"
Valproate,Somnolence,Serious,0,218,valproic acid,"divalproex sodium ,  valproate"
Valproate,Toxicity to various agents,Serious,0.2,297,valproic acid,"divalproex sodium ,  valproate"
Valproate,Tremor,Serious,0,190,valproic acid,"divalproex sodium ,  valproate"
Valproate,Vomiting,Serious,0.4,230,valproic acid,"divalproex sodium ,  valproate"
Zanamivir,Agitation,Serious,0,153,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Condition aggravated,Serious,0.4,137,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Confusional state,Serious,0.2,166,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Convulsion,Serious,0.5,137,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Diarrhoea,Serious,0.5,202,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Drug ineffective,Serious,0.4,517,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Dyspnoea,Serious,0.6,174,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Fatigue,Serious,1.8,242,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Foetal exposure during pregnancy,Serious,0,179,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Malaise,Serious,1.8,170,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Nausea,Serious,0.2,311,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Off label use,Serious,0.4,178,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Pain,Serious,0.2,166,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Pyrexia,Serious,0.5,173,zanamivir,"zanamivir, Oseltamivir"
Zanamivir,Vomiting,Serious,0.5,230,zanamivir,"zanamivir, Oseltamivir"
Zolpidem,Anxiety,Serious,0.2,442,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Depression,Serious,0.2,367,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Diarrhoea,Serious,0.2,496,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Dizziness,Non-Serious,0,407,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Drug abuse,Serious,0.2,450,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Drug ineffective,Non-Serious,0,803,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Drug interaction,Serious,0.6,374,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Dyspnoea,Serious,0.2,615,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Fall,Serious,0,376,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Fatigue,Non-Serious,0,556,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Headache,Non-Serious,0,479,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Insomnia,Non-Serious,0,447,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Nausea,Serious,0.1,562,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Pain,Serious,0.2,407,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Zolpidem,Toxicity to various agents,Serious,0.5,604,zolpidem tartrate,"zolpidem,  zolpidem tartrate"
Acetylcysteine,Drug ineffective,Non-Serious,0,4225,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Nausea,Serious,0.2,3636,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Fatigue,Serious,0,3495,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Diarrhoea,Serious,0,3334,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Dyspnoea,Serious,0.2,3221,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Vomiting,Serious,0.2,2586,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Headache,Serious,0.2,2564,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Dizziness,Serious,0.2,2477,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Pain,Serious,0.2,2437,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Malaise,Serious,0.2,2120,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Asthenia,Serious,0,2087,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Pneumonia,Serious,0.2,2085,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Pyrexia,Serious,0.2,2075,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Drug interaction,Serious,0.2,2027,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acetylcysteine,Fall,Serious,0.6,2026,acetylcysteine zinc,"acetylcysteine, cefuroxime"
Acyclovir,Drug ineffective,Non-Serious,0,4225,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Nausea,Serious,0,3636,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Fatigue,Serious,0,3495,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Diarrhoea,Non-Serious,0,3334,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Dyspnoea,Serious,0,3221,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Vomiting,Serious,0,2586,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Headache,Serious,0,2564,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Dizziness,Serious,0.3,2477,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Pain,Serious,0,2437,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Malaise,Serious,0.2,2120,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Asthenia,Serious,0.3,2087,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Pneumonia,Serious,0.4,2085,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Pyrexia,Serious,0.2,2075,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Drug interaction,Serious,0.2,2027,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Acyclovir,Fall,Serious,0.2,2026,acyclovir sodium,"acyclovir , lidocaine, hydrocortisone"
Ipratropium,Drug ineffective,Non-Serious,0,4225,ipratropium bromide monohydrate,albuterol
Ipratropium,Nausea,Serious,0.2,3636,ipratropium bromide monohydrate,albuterol
Ipratropium,Fatigue,Non-Serious,0,3495,ipratropium bromide monohydrate,albuterol
Ipratropium,Diarrhoea,Serious,0.2,3334,ipratropium bromide monohydrate,albuterol
Ipratropium,Dyspnoea,Serious,0.2,3221,ipratropium bromide monohydrate,albuterol
Ipratropium,Vomiting,Non-Serious,0,2586,ipratropium bromide monohydrate,albuterol
Ipratropium,Headache,Non-Serious,0,2564,ipratropium bromide monohydrate,albuterol
Ipratropium,Dizziness,Serious,0,2477,ipratropium bromide monohydrate,albuterol
Ipratropium,Pain,Non-Serious,0,2437,ipratropium bromide monohydrate,albuterol
Ipratropium,Malaise,Serious,0,2120,ipratropium bromide monohydrate,albuterol
Ipratropium,Asthenia,Serious,0.2,2087,ipratropium bromide monohydrate,albuterol
Ipratropium,Pneumonia,Serious,0.2,2085,ipratropium bromide monohydrate,albuterol
Ipratropium,Pyrexia,Serious,0.2,2075,ipratropium bromide monohydrate,albuterol
Ipratropium,Drug interaction,Serious,0.2,2027,ipratropium bromide monohydrate,albuterol
Ipratropium,Fall,Serious,0.2,2026,ipratropium bromide monohydrate,albuterol
Amitriptyline,Drug ineffective,Non-Serious,0,4225,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Nausea,Non-Serious,0,3636,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Fatigue,Non-Serious,0,3495,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Diarrhoea,Serious,0,3334,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Dyspnoea,Serious,0.2,3221,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Vomiting,Non-Serious,0,2586,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Headache,Non-Serious,0,2564,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Dizziness,Non-Serious,0,2477,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Pain,Serious,0.2,2437,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Malaise,Non-Serious,0,2120,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Asthenia,Non-Serious,0,2087,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Pneumonia,Non-Serious,0,2085,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
Amitriptyline,Pyrexia,Serious,0.2,2075,amitriptyline hydrochloride,"amitriptyline, diazepam , perphenazine"
